"id";"cpu_percent";"ram_percent";"disk_percent";"download";"upload";"temp_celsius";"swap_percent";"tasks";"clock";"dataHora"
2451;"19.1";"54.2";"81.0";"0.6";"0.2";"45.8";"67.6";"244.4";"3904.0";"2020-10-16 18:26:29"
2452;"17.9";"54.2";"81.0";"1.0";"0.8";"47.4";"67.5";"244.0";"3904.0";"2020-10-16 18:26:34"
2453;"14.2";"54.2";"81.0";"0.2";"0.0";"49.8";"67.6";"244.0";"3909.0";"2020-10-16 18:26:39"
2454;"17.4";"54.3";"81.0";"1.6";"0.6";"46.2";"67.7";"244.0";"3909.0";"2020-10-16 18:26:44"
2455;"19.5";"54.3";"81.0";"1.2";"0.6";"48.0";"67.7";"244.0";"3904.0";"2020-10-16 18:26:49"
2456;"23.1";"54.1";"81.0";"0.4";"0.2";"48.2";"67.5";"242.8";"3914.0";"2020-10-16 18:26:54"
2457;"35.4";"54.1";"81.0";"0.4";"0.2";"53.6";"67.5";"245.8";"3904.0";"2020-10-16 18:26:59"
2458;"25.9";"54.2";"81.0";"397.0";"4.2";"49.2";"67.8";"247.0";"3909.0";"2020-10-16 18:27:04"
2459;"27.3";"53.9";"81.0";"2.6";"1.2";"49.0";"67.5";"247.0";"3909.0";"2020-10-16 18:27:10"
2460;"23.2";"53.9";"81.0";"0.6";"0.4";"49.2";"67.5";"247.0";"3758.8";"2020-10-16 18:27:15"
2461;"15.0";"53.9";"81.0";"0.6";"0.0";"46.6";"67.4";"247.0";"3904.0";"2020-10-16 18:27:20"
2462;"13.7";"53.8";"81.0";"117.2";"1.4";"45.0";"67.3";"245.4";"3909.0";"2020-10-16 18:27:25"
2463;"9.0";"53.8";"81.0";"1.8";"0.4";"45.4";"67.2";"244.2";"3904.0";"2020-10-16 18:27:30"
2464;"6.7";"53.9";"81.0";"0.4";"0.0";"45.6";"67.3";"244.0";"3758.8";"2020-10-16 18:27:35"
2465;"21.2";"53.8";"81.0";"189.2";"1.8";"46.2";"67.3";"244.0";"3909.0";"2020-10-16 18:27:40"
2466;"30.8";"53.9";"81.0";"190.0";"1.6";"46.8";"67.5";"244.4";"3904.0";"2020-10-16 18:27:46"
2467;"15.7";"53.9";"81.0";"0.6";"0.2";"45.6";"67.4";"244.0";"3753.8";"2020-10-16 18:27:51"
2468;"15.3";"53.8";"81.0";"1.2";"0.6";"46.8";"67.2";"243.0";"3904.0";"2020-10-16 18:27:56"
2469;"18.8";"53.9";"81.0";"113.2";"1.4";"48.6";"67.3";"246.6";"3909.0";"2020-10-16 18:28:01"
2470;"11.5";"53.9";"81.0";"417.0";"3.8";"46.6";"67.3";"247.0";"3909.0";"2020-10-16 18:28:06"
2471;"11.1";"53.9";"81.0";"0.8";"0.0";"44.6";"67.4";"247.0";"3914.0";"2020-10-16 18:28:11"
2472;"26.0";"53.9";"81.0";"1.0";"0.2";"47.4";"67.5";"246.0";"3904.0";"2020-10-16 18:28:16"
2473;"6.8";"53.9";"81.0";"0.8";"0.2";"46.2";"67.4";"246.0";"3909.0";"2020-10-16 18:28:21"
2474;"13.0";"52.8";"81.0";"0.8";"0.0";"45.4";"66.2";"240.6";"3904.0";"2020-10-16 18:28:27"
2475;"11.6";"51.8";"81.0";"1.4";"0.4";"47.0";"65.3";"233.0";"3914.0";"2020-10-16 18:28:32"
2476;"24.3";"51.8";"81.0";"2.2";"2.2";"48.6";"65.4";"235.0";"3909.0";"2020-10-16 18:28:37"
2477;"5.2";"51.4";"81.0";"0.8";"0.2";"43.2";"64.9";"231.2";"3909.0";"2020-10-16 18:28:42"
2478;"43.9";"52.3";"81.0";"12.6";"2.8";"51.8";"66.1";"234.6";"3909.0";"2020-10-16 18:28:47"
2479;"55.1";"53.2";"81.0";"2.8";"2.0";"52.0";"66.9";"237.4";"3904.0";"2020-10-16 18:28:52"
2480;"64.8";"54.2";"81.0";"6.4";"7.0";"58.6";"67.8";"239.2";"3904.0";"2020-10-16 18:28:57"
2481;"17.5";"54.2";"81.0";"5.4";"2.0";"48.4";"67.9";"242.0";"3914.0";"2020-10-16 18:29:03"
2482;"35.0";"54.1";"81.0";"2.4";"1.2";"52.2";"67.6";"242.0";"3904.0";"2020-10-16 18:29:08"
2483;"23.6";"51.4";"81.0";"0.8";"0.6";"48.6";"64.8";"233.0";"3909.0";"2020-10-16 18:29:13"
2484;"15.3";"51.4";"81.0";"2.0";"1.2";"46.8";"64.6";"233.0";"3904.0";"2020-10-16 18:29:18"
2485;"20.6";"51.4";"81.0";"112.0";"1.8";"47.2";"64.6";"232.2";"3904.0";"2020-10-16 18:29:23"
2486;"24.1";"51.4";"81.0";"1.2";"1.6";"48.2";"64.7";"230.6";"3909.0";"2020-10-16 18:29:28"
2487;"23.8";"51.4";"81.0";"1.8";"1.2";"48.8";"64.6";"230.0";"3904.0";"2020-10-16 18:29:34"
2488;"22.7";"51.5";"81.0";"0.4";"0.0";"47.2";"64.6";"230.0";"3909.0";"2020-10-16 18:29:39"
2489;"24.0";"51.9";"81.0";"2.2";"0.8";"49.6";"65.1";"232.8";"3904.0";"2020-10-16 18:29:44"
2490;"34.7";"53.0";"81.0";"17.2";"1.0";"54.6";"66.3";"240.8";"3914.0";"2020-10-16 18:29:49"
2491;"81.7";"53.6";"81.0";"2.2";"0.4";"59.8";"67.3";"242.6";"3904.0";"2020-10-16 18:29:54"
2492;"65.8";"53.8";"81.0";"4.6";"1.8";"60.8";"67.5";"245.4";"3904.0";"2020-10-16 18:29:59"
2493;"57.4";"53.9";"81.0";"4.2";"0.8";"60.4";"67.5";"246.8";"3904.0";"2020-10-16 18:30:04"
2494;"20.5";"53.9";"81.0";"3.0";"0.4";"51.6";"67.4";"248.8";"3904.0";"2020-10-16 18:30:10"
2495;"15.7";"53.8";"81.0";"3.0";"0.6";"48.4";"67.4";"249.8";"3909.0";"2020-10-16 18:30:15"
2496;"19.8";"53.9";"81.0";"0.4";"0.0";"48.0";"67.5";"249.0";"3904.0";"2020-10-16 18:30:20"
2497;"23.7";"54.1";"81.0";"2.2";"1.6";"53.0";"67.2";"247.4";"3904.0";"2020-10-16 18:30:25"
2498;"28.7";"54.1";"81.0";"3.8";"1.6";"51.2";"67.3";"246.2";"3904.0";"2020-10-16 18:30:30"
2499;"22.0";"54.0";"81.0";"1.0";"0.2";"50.6";"67.3";"246.0";"3904.0";"2020-10-16 18:30:35"
2500;"27.9";"54.1";"81.0";"2.4";"1.2";"51.4";"67.4";"245.6";"3904.0";"2020-10-16 18:30:40"
2501;"21.8";"54.3";"81.0";"411.6";"4.2";"47.8";"67.7";"245.2";"3909.0";"2020-10-16 18:30:45"
2502;"19.3";"54.2";"81.0";"1.2";"0.6";"49.6";"67.4";"246.0";"3904.0";"2020-10-16 18:30:51"
2503;"19.5";"53.8";"81.0";"3.2";"1.6";"47.4";"67.2";"245.0";"3914.0";"2020-10-16 18:30:56"
2504;"32.8";"54.0";"81.0";"2.4";"2.4";"55.0";"67.4";"250.2";"3914.0";"2020-10-16 18:31:01"
2505;"29.3";"54.3";"81.0";"0.8";"0.4";"48.0";"67.6";"251.0";"3904.0";"2020-10-16 18:31:06"
2506;"21.8";"54.2";"81.0";"1.6";"1.0";"48.2";"67.7";"251.0";"3914.0";"2020-10-16 18:31:11"
2507;"23.8";"54.2";"81.0";"1.6";"0.6";"49.6";"67.5";"249.6";"3904.0";"2020-10-16 18:31:16"
2508;"9.3";"54.2";"81.0";"0.6";"0.2";"46.4";"67.3";"249.0";"3904.0";"2020-10-16 18:31:21"
2509;"17.6";"54.0";"81.0";"1.6";"0.6";"48.2";"67.0";"246.8";"3904.0";"2020-10-16 18:31:26"
2510;"13.5";"53.7";"81.0";"115.6";"1.2";"46.6";"66.8";"245.4";"3914.0";"2020-10-16 18:31:32"
2511;"26.7";"53.3";"81.0";"339.6";"2.4";"49.0";"67.0";"245.0";"3904.0";"2020-10-16 18:31:37"
2512;"26.1";"53.3";"81.0";"1.8";"0.8";"48.0";"67.0";"245.0";"3904.0";"2020-10-16 18:31:42"
2513;"28.5";"53.1";"81.0";"1.0";"0.4";"48.8";"66.8";"245.0";"3909.0";"2020-10-16 18:31:47"
2514;"19.6";"53.0";"81.0";"1.0";"0.6";"46.4";"66.8";"244.6";"3904.0";"2020-10-16 18:31:52"
2515;"29.3";"52.8";"81.0";"0.8";"0.0";"52.6";"66.6";"244.8";"3909.0";"2020-10-16 18:31:57"
2516;"24.4";"53.0";"81.0";"2.6";"1.4";"50.6";"66.7";"248.0";"3909.0";"2020-10-16 18:32:02"
2517;"35.0";"53.3";"81.0";"0.8";"0.0";"50.2";"66.9";"248.0";"3904.0";"2020-10-16 18:32:07"
2518;"28.0";"53.4";"81.0";"1.2";"0.6";"51.2";"67.0";"248.0";"3909.0";"2020-10-16 18:32:13"
2519;"24.5";"53.7";"81.0";"1.2";"0.6";"47.2";"67.4";"248.0";"3904.0";"2020-10-16 18:32:18"
2520;"28.6";"53.8";"81.0";"1.8";"0.8";"52.4";"67.5";"247.2";"3904.0";"2020-10-16 18:32:23"
2521;"21.5";"53.7";"81.0";"1.0";"0.0";"48.6";"67.4";"245.6";"3904.0";"2020-10-16 18:32:28"
2522;"27.0";"53.9";"81.0";"1.0";"1.8";"48.4";"67.6";"245.0";"3909.0";"2020-10-16 18:32:33"
2523;"12.3";"53.9";"81.0";"1.2";"0.6";"45.8";"67.6";"245.0";"3909.0";"2020-10-16 18:32:38"
2524;"16.4";"52.9";"81.0";"1.0";"0.2";"49.2";"66.7";"245.0";"3909.0";"2020-10-16 18:32:43"
2525;"14.0";"53.0";"81.0";"0.6";"0.0";"47.4";"66.6";"245.0";"3904.0";"2020-10-16 18:32:49"
2526;"8.2";"53.0";"81.0";"485.6";"4.8";"45.4";"66.5";"243.8";"3904.0";"2020-10-16 18:32:54"
2527;"37.9";"53.0";"81.0";"0.6";"0.0";"53.6";"66.6";"246.0";"3904.0";"2020-10-16 18:32:59"
2528;"24.6";"53.0";"81.0";"1.8";"1.2";"49.6";"66.7";"247.0";"3904.0";"2020-10-16 18:33:04"
2529;"13.8";"53.0";"81.0";"1.0";"0.2";"47.0";"66.7";"247.0";"3909.0";"2020-10-16 18:33:09"
2530;"12.3";"53.0";"81.0";"0.8";"0.4";"47.0";"66.8";"247.0";"3904.0";"2020-10-16 18:33:14"
2531;"25.3";"53.1";"81.0";"6.4";"1.4";"48.6";"66.8";"247.8";"3904.0";"2020-10-16 18:33:19"
2532;"10.4";"53.1";"81.0";"1.6";"0.8";"46.2";"66.7";"246.8";"3909.0";"2020-10-16 18:33:24"
2533;"11.1";"53.0";"81.0";"413.6";"3.2";"45.4";"66.6";"245.2";"3904.0";"2020-10-16 18:33:30"
2534;"15.4";"53.0";"81.0";"1.8";"0.4";"47.0";"66.5";"245.0";"3904.0";"2020-10-16 18:33:35"
2535;"21.7";"53.0";"81.0";"0.4";"0.0";"46.8";"66.7";"245.0";"3904.0";"2020-10-16 18:33:40"
2536;"10.0";"53.0";"81.0";"0.6";"0.6";"45.2";"66.6";"245.0";"3914.0";"2020-10-16 18:33:45"
2537;"7.9";"52.9";"81.0";"0.8";"0.2";"47.8";"66.7";"245.0";"3904.0";"2020-10-16 18:33:50"
2538;"23.9";"52.8";"81.0";"0.4";"0.2";"48.0";"66.6";"243.4";"3909.0";"2020-10-16 18:33:55"
2539;"24.9";"53.0";"81.0";"0.4";"0.2";"47.0";"66.8";"247.8";"3904.0";"2020-10-16 18:34:00"
2540;"16.1";"53.0";"81.0";"0.4";"0.0";"47.2";"66.8";"248.0";"3904.0";"2020-10-16 18:34:05"
2541;"15.7";"53.1";"81.0";"1.8";"1.8";"46.2";"66.9";"248.8";"3753.8";"2020-10-16 18:34:11"
2542;"25.2";"53.5";"81.0";"116.6";"1.6";"47.4";"67.2";"249.0";"3904.0";"2020-10-16 18:34:16"
2543;"17.4";"53.6";"81.0";"2.0";"1.6";"46.2";"67.3";"249.0";"3904.0";"2020-10-16 18:34:21"
2544;"26.2";"53.5";"81.0";"1.8";"1.0";"48.0";"67.2";"246.6";"3904.0";"2020-10-16 18:34:26"
2545;"30.5";"53.7";"81.0";"1.0";"0.6";"48.6";"67.4";"245.0";"3904.0";"2020-10-16 18:34:31"
2546;"20.4";"53.1";"81.0";"0.4";"0.0";"46.4";"66.8";"245.0";"3904.0";"2020-10-16 18:34:36"
2547;"21.3";"53.1";"81.0";"1.8";"0.6";"47.8";"66.8";"245.0";"3909.0";"2020-10-16 18:34:41"
2548;"18.3";"53.2";"81.0";"392.8";"3.2";"46.6";"66.7";"245.0";"3904.0";"2020-10-16 18:34:47"
2549;"19.5";"52.9";"81.0";"1.2";"0.6";"48.2";"66.7";"244.6";"3904.0";"2020-10-16 18:34:52"
2550;"36.8";"53.1";"81.0";"1.6";"0.4";"52.8";"66.8";"244.8";"3904.0";"2020-10-16 18:34:57"
2551;"30.2";"53.3";"81.0";"3.4";"1.2";"51.0";"67.0";"247.8";"3904.0";"2020-10-16 18:35:02"
2552;"31.0";"53.3";"81.0";"3.0";"1.0";"51.2";"67.0";"247.4";"3904.0";"2020-10-16 18:35:07"
2553;"23.1";"53.2";"81.0";"0.8";"0.8";"48.8";"66.9";"247.0";"3904.0";"2020-10-16 18:35:12"
2554;"23.9";"53.2";"81.0";"7.0";"2.4";"48.8";"66.9";"247.0";"3909.0";"2020-10-16 18:35:17"
2555;"21.8";"53.2";"81.0";"1.0";"0.2";"47.0";"66.9";"246.6";"3909.0";"2020-10-16 18:35:23"
2556;"20.8";"53.0";"81.0";"1.4";"0.0";"50.2";"66.8";"244.6";"3909.0";"2020-10-16 18:35:28"
2557;"22.0";"53.1";"81.0";"1.0";"0.0";"48.0";"66.8";"244.0";"3758.8";"2020-10-16 18:35:33"
2558;"16.2";"53.2";"81.0";"0.8";"0.0";"47.2";"67.0";"243.0";"3904.0";"2020-10-16 18:35:38"
2559;"19.3";"53.2";"81.0";"1.4";"0.8";"46.2";"66.9";"243.6";"3904.0";"2020-10-16 18:35:43"
2560;"15.8";"53.2";"81.0";"1.0";"0.0";"48.8";"67.0";"244.0";"3904.0";"2020-10-16 18:35:48"
2561;"33.0";"53.4";"81.0";"1.4";"0.4";"51.8";"67.0";"243.2";"3904.0";"2020-10-16 18:35:53"
2562;"26.9";"53.2";"81.0";"3.4";"2.8";"51.8";"66.9";"245.2";"3904.0";"2020-10-16 18:35:58"
2563;"23.3";"53.5";"81.0";"2.6";"1.6";"47.0";"67.3";"249.0";"3904.0";"2020-10-16 18:36:04"
2564;"9.9";"53.6";"81.0";"1.2";"1.0";"44.8";"67.5";"249.0";"3904.0";"2020-10-16 18:36:09"
2565;"12.0";"53.6";"81.0";"0.4";"0.4";"46.2";"67.4";"249.0";"3904.0";"2020-10-16 18:36:14"
2566;"15.9";"53.3";"81.0";"1.6";"0.6";"49.4";"67.1";"247.0";"3904.0";"2020-10-16 18:36:19"
2567;"10.5";"53.2";"81.0";"1.8";"0.4";"47.2";"67.0";"245.8";"3904.0";"2020-10-16 18:36:24"
2568;"21.9";"53.3";"81.0";"117.4";"1.6";"46.0";"67.0";"244.4";"3904.0";"2020-10-16 18:36:29"
2569;"15.8";"53.2";"81.0";"413.8";"4.8";"44.4";"66.9";"244.0";"3904.0";"2020-10-16 18:36:34"
2570;"16.0";"52.9";"81.0";"0.8";"0.0";"46.4";"66.6";"244.0";"3904.0";"2020-10-16 18:36:39"
2571;"11.4";"52.9";"81.0";"0.8";"0.2";"46.0";"66.5";"244.0";"3909.0";"2020-10-16 18:36:45"
2572;"27.8";"53.0";"81.0";"0.8";"0.0";"48.0";"66.6";"244.0";"3909.0";"2020-10-16 18:36:50"
2573;"12.8";"52.9";"81.0";"0.6";"0.0";"47.6";"66.6";"242.8";"3909.0";"2020-10-16 18:36:55"
2574;"24.6";"53.0";"81.0";"509.0";"4.2";"51.0";"66.7";"246.2";"3904.0";"2020-10-16 18:37:00"
2575;"9.4";"53.0";"81.0";"1.6";"1.0";"45.0";"66.6";"247.0";"3904.0";"2020-10-16 18:37:05"
2576;"8.6";"53.0";"81.0";"0.8";"0.2";"45.4";"66.5";"247.0";"3909.0";"2020-10-16 18:37:10"
2577;"9.8";"53.0";"81.0";"0.8";"0.4";"45.8";"66.5";"247.0";"3909.0";"2020-10-16 18:37:15"
2578;"11.4";"53.0";"81.0";"0.6";"0.0";"44.4";"66.5";"247.0";"3904.0";"2020-10-16 18:37:21"
2579;"16.4";"53.0";"81.0";"0.8";"0.0";"47.6";"66.6";"245.4";"3904.0";"2020-10-16 18:37:26"
2580;"12.5";"53.0";"81.0";"1.0";"0.0";"44.6";"66.6";"243.2";"3748.8";"2020-10-16 18:37:31"
2581;"21.7";"53.0";"81.0";"112.6";"1.8";"46.2";"66.7";"243.2";"3909.0";"2020-10-16 18:37:36"
2582;"12.0";"52.9";"81.0";"0.4";"0.0";"43.0";"66.7";"244.0";"3904.0";"2020-10-16 18:37:41"
2583;"28.8";"53.2";"81.0";"1.0";"0.4";"45.8";"67.0";"244.0";"3904.0";"2020-10-16 18:37:46"
2584;"22.1";"53.1";"81.0";"395.6";"4.2";"45.4";"67.0";"244.0";"3909.0";"2020-10-16 18:37:51"
2585;"31.9";"53.1";"81.0";"0.8";"0.2";"47.2";"67.0";"242.8";"3904.0";"2020-10-16 18:37:57"
2586;"21.4";"53.3";"81.0";"2.4";"1.2";"49.8";"67.0";"246.8";"3904.0";"2020-10-16 18:38:02"
2587;"8.8";"53.2";"81.0";"1.8";"0.4";"44.8";"66.9";"247.0";"3909.0";"2020-10-16 18:38:07"
2588;"30.3";"53.1";"81.0";"0.6";"0.2";"52.2";"66.9";"247.0";"3904.0";"2020-10-16 18:38:12"
2589;"21.2";"53.3";"81.0";"1.0";"0.2";"48.0";"67.0";"247.0";"3914.0";"2020-10-16 18:38:17"
2590;"22.3";"53.5";"81.0";"0.8";"0.0";"52.6";"67.2";"246.6";"3909.0";"2020-10-16 18:38:22"
2591;"34.9";"53.5";"81.0";"2.2";"1.0";"50.6";"67.2";"244.8";"3909.0";"2020-10-16 18:38:27"
2592;"21.1";"53.5";"81.0";"2.6";"1.6";"47.2";"67.1";"244.0";"3909.0";"2020-10-16 18:38:32"
2593;"19.2";"52.9";"81.0";"0.4";"0.0";"47.8";"66.7";"244.0";"3914.0";"2020-10-16 18:38:38"
2594;"32.0";"53.3";"81.0";"0.8";"0.2";"52.2";"67.0";"244.0";"3904.0";"2020-10-16 18:38:43"
2595;"18.4";"53.5";"81.0";"1.4";"0.6";"46.4";"67.0";"244.0";"3904.0";"2020-10-16 18:38:48"
2596;"19.0";"53.4";"81.0";"0.6";"0.2";"47.2";"67.0";"243.2";"3904.0";"2020-10-16 18:38:53"
2597;"32.1";"53.3";"81.0";"16.8";"2.4";"52.8";"67.0";"245.0";"3904.0";"2020-10-16 18:38:58"
2598;"19.4";"53.3";"81.0";"0.2";"0.4";"46.8";"67.0";"248.0";"3919.0";"2020-10-16 18:39:03"
2599;"24.4";"53.4";"81.0";"522.6";"4.6";"47.4";"67.0";"248.0";"3909.0";"2020-10-16 18:39:08"
2600;"29.7";"53.4";"81.0";"3.4";"2.4";"50.4";"66.9";"248.0";"3904.0";"2020-10-16 18:39:14"
2601;"12.0";"53.3";"81.0";"1.6";"1.6";"45.8";"66.9";"248.0";"3748.8";"2020-10-16 18:39:19"
2602;"23.7";"53.3";"81.0";"2.0";"0.8";"49.4";"67.0";"246.8";"3904.0";"2020-10-16 18:39:24"
2603;"15.8";"53.2";"81.0";"1.4";"0.6";"47.6";"66.9";"245.4";"3904.0";"2020-10-16 18:39:29"
2604;"14.1";"53.2";"81.0";"1.0";"1.0";"47.4";"66.9";"245.0";"3919.0";"2020-10-16 18:39:34"
2605;"16.9";"53.3";"81.0";"0.6";"1.2";"51.2";"67.0";"245.0";"3909.0";"2020-10-16 18:39:39"
2606;"12.2";"53.4";"81.0";"2.4";"1.6";"49.2";"67.2";"245.0";"3904.0";"2020-10-16 18:39:44"
2607;"11.5";"53.6";"81.0";"0.8";"0.2";"46.0";"67.4";"245.0";"3904.0";"2020-10-16 18:39:49"
2608;"17.7";"53.7";"81.0";"0.8";"0.0";"47.8";"67.5";"243.8";"3909.0";"2020-10-16 18:39:55"
2609;"28.7";"54.1";"81.0";"3.8";"0.8";"53.0";"67.8";"246.6";"3904.0";"2020-10-16 18:40:00"
2610;"15.1";"54.4";"81.0";"0.8";"0.0";"47.0";"68.1";"248.0";"3904.0";"2020-10-16 18:40:05"
2611;"12.5";"54.6";"81.0";"2.2";"1.2";"45.4";"68.2";"248.0";"3914.0";"2020-10-16 18:40:10"
2612;"24.7";"54.6";"81.0";"4.4";"0.8";"46.8";"68.1";"247.0";"3909.0";"2020-10-16 18:40:15"
2613;"31.5";"53.2";"81.0";"1.2";"0.4";"48.0";"66.5";"246.6";"3904.0";"2020-10-16 18:40:20"
2614;"30.0";"52.9";"81.0";"3.6";"1.0";"48.6";"65.8";"243.4";"3909.0";"2020-10-16 18:40:25"
2615;"24.7";"52.9";"81.0";"0.6";"0.2";"48.4";"65.6";"242.2";"3909.0";"2020-10-16 18:40:30"
2616;"21.5";"52.8";"81.0";"1.0";"0.4";"48.0";"65.7";"242.8";"3909.0";"2020-10-16 18:40:36"
2617;"21.7";"52.9";"81.0";"522.8";"3.8";"47.2";"65.8";"243.0";"3914.0";"2020-10-16 18:40:41"
2618;"19.4";"52.8";"81.0";"0.4";"0.4";"46.0";"65.7";"243.0";"3904.0";"2020-10-16 18:40:46"
2619;"13.7";"52.7";"81.0";"1.0";"0.0";"45.4";"65.5";"243.0";"3914.0";"2020-10-16 18:40:51"
2620;"24.1";"52.7";"81.0";"3.0";"1.6";"48.0";"65.5";"241.6";"3909.0";"2020-10-16 18:40:56"
2621;"24.5";"53.0";"81.0";"4.2";"2.8";"50.8";"65.7";"247.2";"3919.0";"2020-10-16 18:41:01"
2622;"13.7";"53.0";"81.0";"0.6";"0.4";"46.2";"65.8";"248.0";"3758.8";"2020-10-16 18:41:06"
2623;"15.1";"53.0";"81.0";"0.8";"0.2";"45.0";"65.7";"248.0";"3904.0";"2020-10-16 18:41:11"
2624;"15.3";"52.9";"81.0";"539.6";"5.4";"45.6";"65.6";"246.4";"3919.0";"2020-10-16 18:41:17"
2625;"10.7";"52.9";"81.0";"1.0";"0.2";"46.4";"65.5";"245.6";"3919.0";"2020-10-16 18:41:22"
2626;"6.8";"52.8";"81.0";"1.2";"0.2";"45.0";"65.4";"243.8";"3768.8";"2020-10-16 18:41:27"
2627;"9.4";"52.8";"81.0";"0.8";"0.4";"44.8";"65.4";"243.0";"3914.0";"2020-10-16 18:41:32"
2628;"12.2";"52.8";"81.0";"0.6";"0.0";"44.2";"65.4";"243.0";"3924.0";"2020-10-16 18:41:37"
2629;"10.8";"52.8";"81.0";"0.4";"0.0";"44.8";"65.4";"243.0";"3924.0";"2020-10-16 18:41:42"
2630;"10.0";"52.8";"81.0";"1.0";"0.0";"44.4";"65.4";"243.0";"3914.0";"2020-10-16 18:41:47"
2631;"8.9";"52.8";"81.0";"116.6";"1.8";"44.6";"65.4";"242.6";"3924.0";"2020-10-16 18:41:52"
2632;"39.5";"52.8";"81.0";"398.6";"2.6";"50.6";"65.5";"242.6";"3904.0";"2020-10-16 18:41:58"
2633;"36.8";"52.8";"81.0";"0.8";"0.2";"50.8";"65.3";"245.8";"3904.0";"2020-10-16 18:42:03"
2634;"19.1";"52.6";"81.0";"1.0";"0.0";"45.6";"65.2";"246.0";"3914.0";"2020-10-16 18:42:08"
2635;"12.7";"52.6";"81.0";"0.4";"0.2";"44.8";"65.2";"246.0";"3919.0";"2020-10-16 18:42:13"
2636;"14.2";"52.6";"81.0";"1.0";"0.0";"45.6";"65.2";"246.0";"3909.0";"2020-10-16 18:42:18"
2637;"17.7";"52.6";"81.0";"114.2";"1.4";"49.2";"65.3";"245.2";"3904.0";"2020-10-16 18:42:23"
2638;"23.9";"52.6";"81.0";"0.2";"0.2";"46.4";"65.3";"243.6";"3909.0";"2020-10-16 18:42:28"
2639;"21.6";"52.6";"81.0";"1.0";"0.2";"46.4";"65.3";"243.0";"3758.8";"2020-10-16 18:42:33"
2640;"41.8";"52.9";"81.0";"49.0";"8.6";"52.2";"65.4";"243.4";"3904.0";"2020-10-16 18:42:39"
2641;"55.3";"54.1";"81.0";"640.2";"45.0";"57.4";"66.6";"244.0";"3904.0";"2020-10-16 18:42:44"
2642;"25.7";"54.0";"81.0";"56.2";"14.2";"53.6";"66.6";"244.0";"3904.0";"2020-10-16 18:42:49"
2643;"17.2";"53.8";"81.0";"9.4";"3.4";"47.8";"66.4";"243.2";"3904.0";"2020-10-16 18:42:54"
2644;"40.5";"53.8";"81.0";"39.6";"12.2";"53.4";"66.4";"245.2";"3904.0";"2020-10-16 18:42:59"
2645;"32.9";"53.8";"81.0";"31.8";"9.8";"49.4";"66.5";"247.0";"3909.0";"2020-10-16 18:43:04"
2646;"12.1";"53.7";"81.0";"0.6";"0.2";"46.4";"66.3";"247.0";"3914.0";"2020-10-16 18:43:09"
2647;"10.2";"53.7";"81.0";"1.0";"0.6";"45.8";"66.4";"247.0";"3914.0";"2020-10-16 18:43:15"
2648;"14.7";"54.0";"81.0";"15.0";"5.4";"47.4";"67.0";"248.0";"3914.0";"2020-10-16 18:43:20"
2649;"11.3";"53.9";"81.0";"0.8";"0.2";"44.8";"66.9";"246.8";"3924.0";"2020-10-16 18:43:25"
2650;"5.7";"53.9";"81.0";"1.0";"0.2";"43.4";"66.9";"244.8";"3914.0";"2020-10-16 18:43:30"
2651;"29.0";"53.4";"81.0";"0.8";"0.4";"49.2";"65.9";"241.4";"3904.0";"2020-10-16 18:43:35"
2652;"24.9";"53.3";"81.0";"370.4";"3.2";"48.8";"65.8";"241.0";"3909.0";"2020-10-16 18:43:40"
2653;"21.5";"53.2";"81.0";"1.0";"0.4";"49.2";"65.6";"241.0";"3904.0";"2020-10-16 18:43:45"
2654;"18.1";"53.3";"81.0";"1.6";"0.6";"49.0";"65.7";"241.0";"3909.0";"2020-10-16 18:43:50"
2655;"15.2";"53.3";"81.0";"2.4";"0.8";"46.8";"65.8";"239.4";"3914.0";"2020-10-16 18:43:56"
2656;"37.8";"53.6";"81.0";"1.4";"0.0";"53.2";"66.1";"243.8";"3914.0";"2020-10-16 18:44:01"
2657;"36.9";"53.7";"81.0";"2.8";"1.2";"51.6";"66.1";"245.4";"3914.0";"2020-10-16 18:44:06"
2658;"21.4";"53.4";"81.0";"2.0";"0.2";"49.0";"65.9";"245.0";"3909.0";"2020-10-16 18:44:11"
2659;"23.5";"53.5";"81.0";"0.6";"0.6";"46.4";"65.9";"245.0";"3904.0";"2020-10-16 18:44:16"
2660;"18.3";"53.6";"81.0";"118.0";"3.6";"46.0";"66.0";"245.0";"3909.0";"2020-10-16 18:44:21"
2661;"24.4";"53.5";"81.0";"0.8";"0.4";"48.0";"65.9";"242.8";"3914.0";"2020-10-16 18:44:26"
2662;"15.7";"53.4";"81.0";"1.4";"0.4";"45.8";"66.0";"242.0";"3914.0";"2020-10-16 18:44:32"
2663;"24.6";"53.5";"81.0";"2.2";"0.8";"49.2";"66.0";"242.0";"3914.0";"2020-10-16 18:44:37"
2664;"20.7";"53.4";"81.0";"1.2";"0.8";"50.6";"65.8";"242.0";"3909.0";"2020-10-16 18:44:42"
2665;"22.4";"53.4";"81.0";"1.6";"0.6";"50.6";"65.9";"242.0";"3758.8";"2020-10-16 18:44:47"
2666;"24.4";"53.5";"81.0";"1.6";"0.6";"52.0";"66.1";"241.6";"3919.0";"2020-10-16 18:44:52"
2667;"31.9";"53.3";"81.0";"1.4";"1.0";"49.4";"66.0";"241.4";"3919.0";"2020-10-16 18:44:57"
